date,product,region,units_sold,unit_price,discount,revenue
2025-05-28,Printer,West,6,180,0.05,1026.0
2025-05-28,Printer,North,7,180,0.05,1197.0
2025-05-28,Printer,South,7,180,0.1,1134.0
2025-05-28,Printer,East,7,180,0.0,1260.0
2025-05-28,Router,West,15,80,0.05,1140.0
2025-05-28,Router,North,19,80,0.0,1520.0
2025-05-28,Router,South,12,80,0.05,912.0
2025-05-28,Router,East,13,80,0.0,1040.0
2025-05-28,Webcam,West,14,55,0.05,731.5
2025-05-28,Webcam,North,4,55,0.0,220.0
2025-05-28,Webcam,South,9,55,0.0,495.0
2025-05-28,Webcam,East,13,55,0.05,679.25
2025-05-29,Laptop,West,15,650,0.0,9750.0
2025-05-29,Laptop,North,6,650,0.05,3705.0
2025-05-29,Laptop,South,8,650,0.0,5200.0
2025-05-29,Laptop,East,9,650,0.0,5850.0
2025-05-29,Monitor,West,16,220,0.1,3168.0
2025-05-29,Monitor,North,13,220,0.05,2717.0
2025-05-29,Monitor,South,8,220,0.0,1760.0
2025-05-29,Monitor,East,11,220,0.05,2299.0
2025-05-29,Keyboard,West,22,45,0.1,891.0
2025-05-29,Keyboard,North,13,45,0.05,555.75
2025-05-29,Keyboard,South,18,45,0.0,810.0
2025-05-29,Keyboard,East,18,45,0.1,729.0
2025-05-29,Mouse,West,35,25,0.05,831.25
2025-05-29,Mouse,North,27,25,0.05,641.25
2025-05-29,Mouse,South,24,25,0.1,540.0
2025-05-29,Mouse,East,24,25,0.05,570.0
2025-05-29,Headset,West,12,60,0.0,720.0
2025-05-29,Headset,North,11,60,0.05,627.0
2025-05-29,Headset,South,9,60,0.0,540.0
2025-05-29,Headset,East,18,60,0.15,918.0
2025-05-29,Printer,West,8,180,0.1,1296.0
2025-05-29,Printer,North,7,180,0.0,1260.0
2025-05-29,Printer,South,4,180,0.0,720.0
2025-05-29,Printer,East,4,180,0.15,612.0
2025-05-29,Router,West,19,80,0.0,1520.0
2025-05-29,Router,North,11,80,0.1,792.0
2025-05-29,Router,South,14,80,0.0,1120.0
2025-05-29,Router,East,17,80,0.0,1360.0
2025-05-29,Webcam,West,13,55,0.05,679.25
2025-05-29,Webcam,North,10,55,0.1,495.0
2025-05-29,Webcam,South,10,55,0.0,550.0
2025-05-29,Webcam,East,10,55,0.0,550.0
2025-05-30,Laptop,West,9,650,0.0,5850.0
2025-05-30,Laptop,North,10,650,0.0,6500.0
2025-05-30,Laptop,South,6,650,0.1,3510.0
2025-05-30,Laptop,East,12,650,0.05,7410.0
2025-05-30,Monitor,West,8,220,0.1,1584.0
2025-05-30,Monitor,North,9,220,0.1,1782.0
2025-05-30,Monitor,South,8,220,0.05,1672.0
2025-05-30,Monitor,East,12,220,0.1,2376.0
2025-05-30,Keyboard,West,20,45,0.05,855.0
2025-05-30,Keyboard,North,14,45,0.0,630.0
2025-05-30,Keyboard,South,21,45,0.05,897.75
2025-05-30,Keyboard,East,18,45,0.05,769.5
2025-05-30,Mouse,West,43,25,0.05,1021.25
2025-05-30,Mouse,North,32,25,0.0,800.0
2025-05-30,Mouse,South,40,25,0.0,1000.0
2025-05-30,Mouse,East,28,25,0.1,630.0
2025-05-30,Headset,West,14,60,0.05,798.0
2025-05-30,Headset,North,12,60,0.1,648.0
2025-05-30,Headset,South,11,60,0.1,594.0
2025-05-30,Headset,East,9,60,0.0,540.0
2025-05-30,Printer,West,11,180,0.05,1881.0
2025-05-30,Printer,North,7,180,0.0,1260.0
2025-05-30,Printer,South,6,180,0.1,972.0
2025-05-30,Printer,East,4,180,0.0,720.0
2025-05-30,Router,West,23,80,0.05,1748.0
2025-05-30,Router,North,19,80,0.0,1520.0
2025-05-30,Router,South,15,80,0.0,1200.0
2025-05-30,Router,East,22,80,0.05,1672.0
2025-05-30,Webcam,West,10,55,0.0,550.0
2025-05-30,Webcam,North,8,55,0.0,440.0
2025-05-30,Webcam,South,15,55,0.05,783.75
2025-05-30,Webcam,East,13,55,0.0,715.0
2025-05-31,Laptop,West,8,650,0.0,5200.0
2025-05-31,Laptop,North,10,650,0.05,6175.0
2025-05-31,Laptop,South,13,650,0.0,8450.0
2025-05-31,Laptop,East,11,650,0.0,7150.0
2025-05-31,Monitor,West,20,220,0.1,3960.0
2025-05-31,Monitor,North,14,220,0.0,3080.0
2025-05-31,Monitor,South,6,220,0.0,1320.0
2025-05-31,Monitor,East,10,220,0.0,2200.0
2025-05-31,Keyboard,West,23,45,0.0,1035.0
2025-05-31,Keyboard,North,20,45,0.05,855.0
2025-05-31,Keyboard,South,13,45,0.05,555.75
2025-05-31,Keyboard,East,15,45,0.0,675.0
2025-05-31,Mouse,West,31,25,0.1,697.5
2025-05-31,Mouse,North,29,25,0.05,688.75
2025-05-31,Mouse,South,16,25,0.1,360.0
2025-05-31,Mouse,East,23,25,0.0,575.0
2025-05-31,Headset,West,14,60,0.0,840.0
2025-05-31,Headset,North,10,60,0.0,600.0
2025-05-31,Headset,South,13,60,0.05,741.0
2025-05-31,Headset,East,11,60,0.0,660.0
2025-05-31,Printer,West,5,180,0.0,900.0
2025-05-31,Printer,North,14,180,0.0,2520.0
2025-05-31,Printer,South,6,180,0.0,1080.0
2025-05-31,Printer,East,4,180,0.1,648.0
2025-05-31,Router,West,22,80,0.0,1760.0
2025-05-31,Router,North,19,80,0.15,1292.0
2025-05-31,Router,South,13,80,0.05,988.0
2025-05-31,Router,East,24,80,0.0,1920.0
2025-05-31,Webcam,West,9,55,0.05,470.25
2025-05-31,Webcam,North,4,55,0.05,209.0
2025-05-31,Webcam,South,7,55,0.0,385.0
2025-05-31,Webcam,East,7,55,0.05,365.75
2025-06-01,Laptop,West,9,650,0.0,5850.0
2025-06-01,Laptop,North,4,650,0.1,2340.0
2025-06-01,Laptop,South,9,650,0.0,5850.0
2025-06-01,Laptop,East,7,650,0.05,4322.5
2025-06-01,Monitor,West,9,220,0.0,1980.0
2025-06-01,Monitor,North,11,220,0.0,2420.0
2025-06-01,Monitor,South,9,220,0.0,1980.0
2025-06-01,Monitor,East,13,220,0.1,2574.0
2025-06-01,Keyboard,West,26,45,0.05,1111.5
2025-06-01,Keyboard,North,23,45,0.05,983.25
2025-06-01,Keyboard,South,21,45,0.05,897.75
2025-06-01,Keyboard,East,17,45,0.0,765.0
2025-06-01,Mouse,West,38,25,0.05,902.5
2025-06-01,Mouse,North,31,25,0.1,697.5
2025-06-01,Mouse,South,26,25,0.1,585.0
2025-06-01,Mouse,East,24,25,0.05,570.0
2025-06-01,Headset,West,18,60,0.05,1026.0
2025-06-01,Headset,North,12,60,0.1,648.0
2025-06-01,Headset,South,8,60,0.1,432.0
2025-06-01,Headset,East,13,60,0.0,780.0
2025-06-01,Printer,West,10,180,0.0,1800.0
2025-06-01,Printer,North,10,180,0.1,1620.0
2025-06-01,Printer,South,4,180,0.1,648.0
2025-06-01,Printer,East,4,180,0.0,720.0
2025-06-01,Router,West,14,80,0.15,952.0
2025-06-01,Router,North,12,80,0.0,960.0
2025-06-01,Router,South,12,80,0.05,912.0
2025-06-01,Router,East,13,80,0.05,988.0
2025-06-01,Webcam,West,5,55,0.0,275.0
2025-06-01,Webcam,North,11,55,0.1,544.5
2025-06-01,Webcam,South,11,55,0.05,574.75
2025-06-01,Webcam,East,10,55,0.1,495.0
2025-06-02,Laptop,West,6,650,0.0,3900.0
2025-06-02,Laptop,North,13,650,0.05,8027.5
2025-06-02,Laptop,South,7,650,0.05,4322.5
2025-06-02,Laptop,East,11,650,0.0,7150.0
2025-06-02,Monitor,West,10,220,0.0,2200.0
2025-06-02,Monitor,North,4,220,0.05,836.0
2025-06-02,Monitor,South,7,220,0.0,1540.0
2025-06-02,Monitor,East,11,220,0.0,2420.0
2025-06-02,Keyboard,West,20,45,0.1,810.0
2025-06-02,Keyboard,North,16,45,0.1,648.0
2025-06-02,Keyboard,South,10,45,0.0,450.0
2025-06-02,Keyboard,East,16,45,0.0,720.0
2025-06-02,Mouse,West,26,25,0.05,617.5
2025-06-02,Mouse,North,24,25,0.0,600.0
2025-06-02,Mouse,South,23,25,0.15,488.75
2025-06-02,Mouse,East,35,25,0.05,831.25
2025-06-02,Headset,West,17,60,0.0,1020.0
2025-06-02,Headset,North,13,60,0.05,741.0
2025-06-02,Headset,South,11,60,0.05,627.0
2025-06-02,Headset,East,13,60,0.1,702.0
2025-06-02,Printer,West,7,180,0.0,1260.0
2025-06-02,Printer,North,5,180,0.0,900.0
2025-06-02,Printer,South,6,180,0.05,1026.0
2025-06-02,Printer,East,3,180,0.1,486.0
2025-06-02,Router,West,19,80,0.05,1444.0
2025-06-02,Router,North,16,80,0.1,1152.0
2025-06-02,Router,South,8,80,0.05,608.0
2025-06-02,Router,East,18,80,0.0,1440.0
2025-06-02,Webcam,West,18,55,0.0,990.0
2025-06-02,Webcam,North,9,55,0.15,420.75
2025-06-02,Webcam,South,9,55,0.1,445.5
2025-06-02,Webcam,East,13,55,0.05,679.25
2025-06-03,Laptop,West,14,650,0.0,9100.0
2025-06-03,Laptop,North,12,650,0.05,7410.0
2025-06-03,Laptop,South,5,650,0.05,3087.5
2025-06-03,Laptop,East,9,650,0.0,5850.0
2025-06-03,Monitor,West,13,220,0.1,2574.0
2025-06-03,Monitor,North,7,220,0.0,1540.0
2025-06-03,Monitor,South,13,220,0.05,2717.0
2025-06-03,Monitor,East,17,220,0.1,3366.0
2025-06-03,Keyboard,West,21,45,0.0,945.0
2025-06-03,Keyboard,North,22,45,0.1,891.0
2025-06-03,Keyboard,South,21,45,0.05,897.75
2025-06-03,Keyboard,East,16,45,0.05,684.0
2025-06-03,Mouse,West,39,25,0.1,877.5
2025-06-03,Mouse,North,32,25,0.05,760.0
2025-06-03,Mouse,South,27,25,0.1,607.5
2025-06-03,Mouse,East,33,25,0.15,701.25
2025-06-03,Headset,West,13,60,0.05,741.0
2025-06-03,Headset,North,16,60,0.0,960.0
2025-06-03,Headset,South,9,60,0.1,486.0
2025-06-03,Headset,East,19,60,0.1,1026.0
2025-06-03,Printer,West,4,180,0.05,684.0
2025-06-03,Printer,North,10,180,0.0,1800.0
2025-06-03,Printer,South,5,180,0.05,855.0
2025-06-03,Printer,East,7,180,0.0,1260.0
2025-06-03,Router,West,20,80,0.0,1600.0
2025-06-03,Router,North,13,80,0.05,988.0
2025-06-03,Router,South,22,80,0.0,1760.0
2025-06-03,Router,East,14,80,0.05,1064.0
2025-06-03,Webcam,West,16,55,0.0,880.0
2025-06-03,Webcam,North,15,55,0.05,783.75
2025-06-03,Webcam,South,7,55,0.0,385.0
2025-06-03,Webcam,East,19,55,0.05,992.75
2025-06-04,Laptop,West,10,650,0.05,6175.0
2025-06-04,Laptop,North,5,650,0.0,3250.0
2025-06-04,Laptop,South,2,650,0.0,1300.0
2025-06-04,Laptop,East,4,650,0.0,2600.0
2025-06-04,Monitor,West,10,220,0.0,2200.0
2025-06-04,Monitor,North,12,220,0.1,2376.0
2025-06-04,Monitor,South,11,220,0.1,2178.0
2025-06-04,Monitor,East,11,220,0.05,2299.0
2025-06-04,Keyboard,West,24,45,0.05,1026.0
2025-06-04,Keyboard,North,24,45,0.05,1026.0
2025-06-04,Keyboard,South,16,45,0.05,684.0
2025-06-04,Keyboard,East,24,45,0.1,972.0
2025-06-04,Mouse,West,27,25,0.0,675.0
2025-06-04,Mouse,North,28,25,0.0,700.0
2025-06-04,Mouse,South,27,25,0.05,641.25
2025-06-04,Mouse,East,33,25,0.0,825.0
2025-06-04,Headset,West,16,60,0.1,864.0
2025-06-04,Headset,North,18,60,0.0,1080.0
2025-06-04,Headset,South,8,60,0.05,456.0
2025-06-04,Headset,East,15,60,0.05,855.0
2025-06-04,Printer,West,11,180,0.05,1881.0
2025-06-04,Printer,North,4,180,0.05,684.0
2025-06-04,Printer,South,4,180,0.05,684.0
2025-06-04,Printer,East,9,180,0.05,1539.0
2025-06-04,Router,West,9,80,0.05,684.0
2025-06-04,Router,North,8,80,0.05,608.0
2025-06-04,Router,South,11,80,0.1,792.0
2025-06-04,Router,East,8,80,0.0,640.0
2025-06-04,Webcam,West,10,55,0.1,495.0
2025-06-04,Webcam,North,8,55,0.05,418.0
2025-06-04,Webcam,South,6,55,0.0,330.0
2025-06-04,Webcam,East,12,55,0.0,660.0
2025-06-05,Laptop,West,7,650,0.1,4095.0
2025-06-05,Laptop,North,9,650,0.05,5557.5
2025-06-05,Laptop,South,7,650,0.05,4322.5
2025-06-05,Laptop,East,9,650,0.0,5850.0
2025-06-05,Monitor,West,11,220,0.05,2299.0
2025-06-05,Monitor,North,7,220,0.0,1540.0
2025-06-05,Monitor,South,17,220,0.0,3740.0
2025-06-05,Monitor,East,9,220,0.0,1980.0
2025-06-05,Keyboard,West,21,45,0.0,945.0
2025-06-05,Keyboard,North,8,45,0.05,342.0
2025-06-05,Keyboard,South,17,45,0.0,765.0
2025-06-05,Keyboard,East,17,45,0.1,688.5
2025-06-05,Mouse,West,26,25,0.05,617.5
2025-06-05,Mouse,North,18,25,0.0,450.0
2025-06-05,Mouse,South,25,25,0.0,625.0
2025-06-05,Mouse,East,34,25,0.05,807.5
2025-06-05,Headset,West,14,60,0.15,714.0
2025-06-05,Headset,North,14,60,0.0,840.0
2025-06-05,Headset,South,10,60,0.1,540.0
2025-06-05,Headset,East,19,60,0.0,1140.0
2025-06-05,Printer,West,10,180,0.0,1800.0
2025-06-05,Printer,North,5,180,0.05,855.0
2025-06-05,Printer,South,6,180,0.05,1026.0
2025-06-05,Printer,East,4,180,0.1,648.0
2025-06-05,Router,West,15,80,0.0,1200.0
2025-06-05,Router,North,21,80,0.1,1512.0
2025-06-05,Router,South,16,80,0.0,1280.0
2025-06-05,Router,East,16,80,0.1,1152.0
2025-06-05,Webcam,West,10,55,0.15,467.5
2025-06-05,Webcam,North,9,55,0.15,420.75
2025-06-05,Webcam,South,8,55,0.0,440.0
2025-06-05,Webcam,East,19,55,0.0,1045.0
2025-06-06,Laptop,West,10,650,0.0,6500.0
2025-06-06,Laptop,North,8,650,0.05,4940.0
2025-06-06,Laptop,South,10,650,0.0,6500.0
2025-06-06,Laptop,East,8,650,0.0,5200.0
2025-06-06,Monitor,West,15,220,0.0,3300.0
2025-06-06,Monitor,North,17,220,0.1,3366.0
2025-06-06,Monitor,South,9,220,0.0,1980.0
2025-06-06,Monitor,East,16,220,0.05,3344.0
2025-06-06,Keyboard,West,22,45,0.1,891.0
2025-06-06,Keyboard,North,18,45,0.1,729.0
2025-06-06,Keyboard,South,16,45,0.0,720.0
2025-06-06,Keyboard,East,24,45,0.05,1026.0
2025-06-06,Mouse,West,32,25,0.1,720.0
2025-06-06,Mouse,North,29,25,0.05,688.75
2025-06-06,Mouse,South,30,25,0.0,750.0
2025-06-06,Mouse,East,38,25,0.05,902.5
2025-06-06,Headset,West,14,60,0.05,798.0
2025-06-06,Headset,North,8,60,0.05,456.0
2025-06-06,Headset,South,12,60,0.15,612.0
2025-06-06,Headset,East,14,60,0.0,840.0
2025-06-06,Printer,West,9,180,0.0,1620.0
2025-06-06,Printer,North,9,180,0.1,1458.0
2025-06-06,Printer,South,8,180,0.1,1296.0
2025-06-06,Printer,East,7,180,0.1,1134.0
2025-06-06,Router,West,13,80,0.0,1040.0
2025-06-06,Router,North,18,80,0.0,1440.0
2025-06-06,Router,South,16,80,0.0,1280.0
2025-06-06,Router,East,18,80,0.0,1440.0
2025-06-06,Webcam,West,6,55,0.05,313.5
2025-06-06,Webcam,North,6,55,0.0,330.0
2025-06-06,Webcam,South,7,55,0.0,385.0
2025-06-06,Webcam,East,9,55,0.0,495.0
2025-06-07,Laptop,West,6,650,0.1,3510.0
2025-06-07,Laptop,North,8,650,0.05,4940.0
2025-06-07,Laptop,South,5,650,0.05,3087.5
2025-06-07,Laptop,East,9,650,0.0,5850.0
2025-06-07,Monitor,West,9,220,0.15,1683.0
2025-06-07,Monitor,North,4,220,0.0,880.0
2025-06-07,Monitor,South,8,220,0.05,1672.0
2025-06-07,Monitor,East,16,220,0.05,3344.0
2025-06-07,Keyboard,West,25,45,0.05,1068.75
2025-06-07,Keyboard,North,22,45,0.1,891.0
2025-06-07,Keyboard,South,10,45,0.05,427.5
2025-06-07,Keyboard,East,31,45,0.15,1185.75
2025-06-07,Mouse,West,37,25,0.0,925.0
2025-06-07,Mouse,North,20,25,0.0,500.0
2025-06-07,Mouse,South,27,25,0.1,607.5
2025-06-07,Mouse,East,28,25,0.1,630.0
2025-06-07,Headset,West,13,60,0.0,780.0
2025-06-07,Headset,North,13,60,0.0,780.0
2025-06-07,Headset,South,24,60,0.05,1368.0
2025-06-07,Headset,East,10,60,0.05,570.0
2025-06-07,Printer,West,7,180,0.05,1197.0
2025-06-07,Printer,North,5,180,0.05,855.0
2025-06-07,Printer,South,4,180,0.0,720.0
2025-06-07,Printer,East,4,180,0.15,612.0
2025-06-07,Router,West,20,80,0.1,1440.0
2025-06-07,Router,North,16,80,0.0,1280.0
2025-06-07,Router,South,14,80,0.0,1120.0
2025-06-07,Router,East,9,80,0.1,648.0
2025-06-07,Webcam,West,10,55,0.05,522.5
2025-06-07,Webcam,North,12,55,0.0,660.0
2025-06-07,Webcam,South,7,55,0.05,365.75
2025-06-07,Webcam,East,16,55,0.0,880.0
2025-06-08,Laptop,West,7,650,0.1,4095.0
2025-06-08,Laptop,North,8,650,0.05,4940.0
2025-06-08,Laptop,South,7,650,0.0,4550.0
2025-06-08,Laptop,East,12,650,0.0,7800.0
2025-06-08,Monitor,West,7,220,0.1,1386.0
2025-06-08,Monitor,North,12,220,0.1,2376.0
2025-06-08,Monitor,South,9,220,0.0,1980.0
2025-06-08,Monitor,East,13,220,0.0,2860.0
2025-06-08,Keyboard,West,18,45,0.0,810.0
2025-06-08,Keyboard,North,22,45,0.0,990.0
2025-06-08,Keyboard,South,11,45,0.0,495.0
2025-06-08,Keyboard,East,22,45,0.05,940.5
2025-06-08,Mouse,West,32,25,0.05,760.0
2025-06-08,Mouse,North,28,25,0.1,630.0
2025-06-08,Mouse,South,20,25,0.0,500.0
2025-06-08,Mouse,East,34,25,0.0,850.0
2025-06-08,Headset,West,27,60,0.1,1458.0
2025-06-08,Headset,North,11,60,0.0,660.0
2025-06-08,Headset,South,12,60,0.05,684.0
2025-06-08,Headset,East,17,60,0.0,1020.0
2025-06-08,Printer,West,6,180,0.0,1080.0
2025-06-08,Printer,North,8,180,0.0,1440.0
2025-06-08,Printer,South,7,180,0.0,1260.0
2025-06-08,Printer,East,6,180,0.0,1080.0
2025-06-08,Router,West,18,80,0.05,1368.0
2025-06-08,Router,North,18,80,0.1,1296.0
2025-06-08,Router,South,8,80,0.05,608.0
2025-06-08,Router,East,15,80,0.0,1200.0
2025-06-08,Webcam,West,8,55,0.1,396.0
2025-06-08,Webcam,North,8,55,0.05,418.0
2025-06-08,Webcam,South,8,55,0.1,396.0
2025-06-08,Webcam,East,8,55,0.1,396.0
2025-06-09,Laptop,West,13,650,0.0,8450.0
2025-06-09,Laptop,North,11,650,0.0,7150.0
2025-06-09,Laptop,South,4,650,0.05,2470.0
2025-06-09,Laptop,East,7,650,0.0,4550.0
2025-06-09,Monitor,West,8,220,0.15,1496.0
2025-06-09,Monitor,North,9,220,0.05,1881.0
2025-06-09,Monitor,South,8,220,0.0,1760.0
2025-06-09,Monitor,East,10,220,0.05,2090.0
2025-06-09,Keyboard,West,26,45,0.0,1170.0
2025-06-09,Keyboard,North,18,45,0.0,810.0
2025-06-09,Keyboard,South,9,45,0.0,405.0
2025-06-09,Keyboard,East,29,45,0.0,1305.0
2025-06-09,Mouse,West,34,25,0.0,850.0
2025-06-09,Mouse,North,22,25,0.0,550.0
2025-06-09,Mouse,South,20,25,0.0,500.0
2025-06-09,Mouse,East,31,25,0.05,736.25
2025-06-09,Headset,West,7,60,0.0,420.0
2025-06-09,Headset,North,11,60,0.0,660.0
2025-06-09,Headset,South,7,60,0.1,378.0
2025-06-09,Headset,East,12,60,0.05,684.0
2025-06-09,Printer,West,8,180,0.1,1296.0
2025-06-09,Printer,North,6,180,0.05,1026.0
2025-06-09,Printer,South,4,180,0.05,684.0
2025-06-09,Printer,East,6,180,0.0,1080.0
2025-06-09,Router,West,11,80,0.05,836.0
2025-06-09,Router,North,14,80,0.1,1008.0
2025-06-09,Router,South,7,80,0.0,560.0
2025-06-09,Router,East,12,80,0.1,864.0
2025-06-09,Webcam,West,13,55,0.05,679.25
2025-06-09,Webcam,North,8,55,0.1,396.0
2025-06-09,Webcam,South,7,55,0.0,385.0
2025-06-09,Webcam,East,10,55,0.0,550.0
2025-06-10,Laptop,West,6,650,0.0,3900.0
2025-06-10,Laptop,North,9,650,0.05,5557.5
2025-06-10,Laptop,South,11,650,0.0,7150.0
2025-06-10,Laptop,East,11,650,0.0,7150.0
2025-06-10,Monitor,West,8,220,0.0,1760.0
2025-06-10,Monitor,North,10,220,0.1,1980.0
2025-06-10,Monitor,South,12,220,0.1,2376.0
2025-06-10,Monitor,East,9,220,0.0,1980.0
2025-06-10,Keyboard,West,14,45,0.05,598.5
2025-06-10,Keyboard,North,22,45,0.0,990.0
2025-06-10,Keyboard,South,20,45,0.1,810.0
2025-06-10,Keyboard,East,28,45,0.05,1197.0
2025-06-10,Mouse,West,24,25,0.0,600.0
2025-06-10,Mouse,North,20,25,0.05,475.0
2025-06-10,Mouse,South,26,25,0.05,617.5
2025-06-10,Mouse,East,31,25,0.0,775.0
2025-06-10,Headset,West,18,60,0.0,1080.0
2025-06-10,Headset,North,12,60,0.1,648.0
2025-06-10,Headset,South,6,60,0.0,360.0
2025-06-10,Headset,East,14,60,0.05,798.0
2025-06-10,Printer,West,6,180,0.0,1080.0
2025-06-10,Printer,North,4,180,0.0,720.0
2025-06-10,Printer,South,4,180,0.1,648.0
2025-06-10,Printer,East,6,180,0.0,1080.0
2025-06-10,Router,West,21,80,0.05,1596.0
2025-06-10,Router,North,16,80,0.05,1216.0
2025-06-10,Router,South,14,80,0.05,1064.0
2025-06-10,Router,East,10,80,0.05,760.0
2025-06-10,Webcam,West,15,55,0.15,701.25
2025-06-10,Webcam,North,12,55,0.1,594.0
2025-06-10,Webcam,South,8,55,0.05,418.0
2025-06-10,Webcam,East,10,55,0.0,550.0
2025-06-11,Laptop,West,8,650,0.0,5200.0
2025-06-11,Laptop,North,14,650,0.15,7735.0
2025-06-11,Laptop,South,10,650,0.05,6175.0
2025-06-11,Laptop,East,6,650,0.0,3900.0
2025-06-11,Monitor,West,15,220,0.05,3135.0
2025-06-11,Monitor,North,13,220,0.05,2717.0
2025-06-11,Monitor,South,14,220,0.1,2772.0
2025-06-11,Monitor,East,10,220,0.1,1980.0
2025-06-11,Keyboard,West,27,45,0.0,1215.0
2025-06-11,Keyboard,North,17,45,0.15,650.25
2025-06-11,Keyboard,South,21,45,0.0,945.0
2025-06-11,Keyboard,East,23,45,0.05,983.25
2025-06-11,Mouse,West,32,25,0.1,720.0
2025-06-11,Mouse,North,25,25,0.05,593.75
2025-06-11,Mouse,South,19,25,0.05,451.25
2025-06-11,Mouse,East,23,25,0.0,575.0
2025-06-11,Headset,West,16,60,0.0,960.0
2025-06-11,Headset,North,14,60,0.0,840.0
2025-06-11,Headset,South,14,60,0.0,840.0
2025-06-11,Headset,East,14,60,0.1,756.0
2025-06-11,Printer,West,5,180,0.1,810.0
2025-06-11,Printer,North,6,180,0.15,918.0
2025-06-11,Printer,South,6,180,0.1,972.0
2025-06-11,Printer,East,5,180,0.0,900.0
2025-06-11,Router,West,18,80,0.0,1440.0
2025-06-11,Router,North,16,80,0.0,1280.0
2025-06-11,Router,South,14,80,0.05,1064.0
2025-06-11,Router,East,10,80,0.0,800.0
2025-06-11,Webcam,West,10,55,0.0,550.0
2025-06-11,Webcam,North,16,55,0.1,792.0
2025-06-11,Webcam,South,8,55,0.0,440.0
2025-06-11,Webcam,East,5,55,0.0,275.0
2025-06-12,Laptop,West,7,650,0.15,3867.5
2025-06-12,Laptop,North,6,650,0.05,3705.0
2025-06-12,Laptop,South,7,650,0.05,4322.5
2025-06-12,Laptop,East,10,650,0.0,6500.0
2025-06-12,Monitor,West,7,220,0.0,1540.0
2025-06-12,Monitor,North,14,220,0.05,2926.0
2025-06-12,Monitor,South,9,220,0.1,1782.0
2025-06-12,Monitor,East,10,220,0.0,2200.0
2025-06-12,Keyboard,West,26,45,0.1,1053.0
2025-06-12,Keyboard,North,16,45,0.0,720.0
2025-06-12,Keyboard,South,11,45,0.0,495.0
2025-06-12,Keyboard,East,16,45,0.0,720.0
2025-06-12,Mouse,West,29,25,0.0,725.0
2025-06-12,Mouse,North,25,25,0.0,625.0
2025-06-12,Mouse,South,25,25,0.05,593.75
2025-06-12,Mouse,East,22,25,0.0,550.0
2025-06-12,Headset,West,15,60,0.0,900.0
2025-06-12,Headset,North,16,60,0.15,816.0
2025-06-12,Headset,South,7,60,0.0,420.0
2025-06-12,Headset,East,18,60,0.0,1080.0
2025-06-12,Printer,West,7,180,0.15,1071.0
2025-06-12,Printer,North,4,180,0.0,720.0
2025-06-12,Printer,South,3,180,0.1,486.0
2025-06-12,Printer,East,7,180,0.0,1260.0
2025-06-12,Router,West,19,80,0.05,1444.0
2025-06-12,Router,North,9,80,0.05,684.0
2025-06-12,Router,South,8,80,0.0,640.0
2025-06-12,Router,East,12,80,0.05,912.0
2025-06-12,Webcam,West,13,55,0.1,643.5
2025-06-12,Webcam,North,9,55,0.0,495.0
2025-06-12,Webcam,South,10,55,0.05,522.5
2025-06-12,Webcam,East,11,55,0.05,574.75
2025-06-13,Laptop,West,12,650,0.0,7800.0
2025-06-13,Laptop,North,9,650,0.0,5850.0
2025-06-13,Laptop,South,6,650,0.1,3510.0
2025-06-13,Laptop,East,7,650,0.0,4550.0
2025-06-13,Monitor,West,8,220,0.15,1496.0
2025-06-13,Monitor,North,12,220,0.15,2244.0
2025-06-13,Monitor,South,5,220,0.05,1045.0
2025-06-13,Monitor,East,9,220,0.0,1980.0
2025-06-13,Keyboard,West,19,45,0.0,855.0
2025-06-13,Keyboard,North,20,45,0.05,855.0
2025-06-13,Keyboard,South,13,45,0.0,585.0
2025-06-13,Keyboard,East,16,45,0.1,648.0
2025-06-13,Mouse,West,27,25,0.0,675.0
2025-06-13,Mouse,North,20,25,0.0,500.0
2025-06-13,Mouse,South,25,25,0.0,625.0
2025-06-13,Mouse,East,26,25,0.1,585.0
2025-06-13,Headset,West,5,60,0.1,270.0
2025-06-13,Headset,North,17,60,0.15,867.0
2025-06-13,Headset,South,13,60,0.05,741.0
2025-06-13,Headset,East,11,60,0.0,660.0
2025-06-13,Printer,West,11,180,0.0,1980.0
2025-06-13,Printer,North,9,180,0.05,1539.0
2025-06-13,Printer,South,9,180,0.0,1620.0
2025-06-13,Printer,East,3,180,0.05,513.0
2025-06-13,Router,West,15,80,0.0,1200.0
2025-06-13,Router,North,8,80,0.1,576.0
2025-06-13,Router,South,10,80,0.15,680.0
2025-06-13,Router,East,20,80,0.05,1520.0
2025-06-13,Webcam,West,13,55,0.1,643.5
2025-06-13,Webcam,North,6,55,0.15,280.5
2025-06-13,Webcam,South,9,55,0.05,470.25
2025-06-13,Webcam,East,7,55,0.05,365.75
2025-06-14,Laptop,West,6,650,0.1,3510.0
2025-06-14,Laptop,North,8,650,0.05,4940.0
2025-06-14,Laptop,South,7,650,0.05,4322.5
2025-06-14,Laptop,East,11,650,0.0,7150.0
2025-06-14,Monitor,West,19,220,0.0,4180.0
2025-06-14,Monitor,North,7,220,0.05,1463.0
2025-06-14,Monitor,South,11,220,0.0,2420.0
2025-06-14,Monitor,East,13,220,0.05,2717.0
2025-06-14,Keyboard,West,27,45,0.05,1154.25
2025-06-14,Keyboard,North,13,45,0.05,555.75
2025-06-14,Keyboard,South,19,45,0.0,855.0
